Sample in Buffer,Sample in Window,TRIGGER,design_1_i/axis_data_fifo_0_m_axis_tvalid,design_1_i/sticky_bit_0_signal_out,design_1_i/axis_data_fifo_0_m_axis_tdata[31:0],design_1_i/util_vector_logic_0_Res
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX
16851,16851,0,1,1,ff2f0080,1
16852,16852,0,1,1,01450036,1
16853,16853,0,1,1,00dcffb0,1
16854,16854,0,1,1,ff49feb7,1
16855,16855,0,1,1,ff02ff11,1
16856,16856,0,1,1,00f40162,1
16857,16857,0,1,1,015f0043,1
16858,16858,0,1,1,00fcfef0,1
16859,16859,0,1,1,006efe4b,1
16860,16860,0,1,1,fe430135,1
16861,16861,0,1,1,002001ab,1
16862,16862,0,1,1,008a00bc,1
16863,16863,0,1,1,0178ffae,1
16864,16864,0,1,1,fe8efed7,1
16865,16865,0,1,1,ff100080,1
16866,16866,0,1,1,ffaf0060,1
16867,16867,0,1,1,01570009,1
16868,16868,0,1,1,ffc5fe23,1
16869,16869,0,1,1,ff6e0004,1
16870,16870,0,1,1,ff0d006c,1
16871,16871,0,1,1,00f1019e,1
16872,16872,0,1,1,0183fea0,1
16873,16873,0,1,1,ffd7ff6b,1
16874,16874,0,1,1,fe9ffefc,1
16875,16875,0,1,1,ff0100ba,1
16876,16876,0,1,1,01fa00eb,1
16877,16877,0,1,1,00e8fffa,1
16878,16878,0,1,1,0041fe66,1
16879,16879,0,1,1,ff6fff1e,1
16880,16880,0,1,1,ffb001d9,1
16881,16881,0,1,1,005a00d3,1
16882,16882,0,1,1,00b5ff22,1
16883,16883,0,1,1,009dfee2,1
16884,16884,0,1,1,fe680036,1
16885,16885,0,1,1,ffae010a,1
16886,16886,0,1,1,010affcc,1
16887,16887,0,1,1,019fffcb,1
16888,16888,0,1,1,fefffed0,1
16889,16889,0,1,1,fee70058,1
16890,16890,0,1,1,002f00a8,1
16891,16891,0,1,1,0167011e,1
16892,16892,0,1,1,00c1fe6b,1
16893,16893,0,1,1,ff9bff3e,1
16894,16894,0,1,1,ff7cffe5,1
16895,16895,0,1,1,ffff0145,1
16896,16896,0,1,1,01b2003a,1
16897,16897,0,1,1,006e0007,1
16898,16898,0,1,1,ff90ffb3,1
16899,16899,0,1,1,ff9200f9,1
16900,16900,0,1,1,000c0175,1
16901,16901,0,1,1,ffd90086,1
16902,16902,0,1,1,ff8eff01,1
16903,16903,0,1,1,fef6fff2,1
16904,16904,0,1,1,ff1a005e,1
16905,16905,0,1,1,ff8a001a,1
16906,16906,0,1,1,00b8fe9f,1
16907,16907,0,1,1,ffd9fe93,1
16908,16908,0,1,1,ff2aff96,1
16909,16909,0,1,1,ffb5ffcf,1
16910,16910,0,1,1,0170ffba,1
16911,16911,0,1,1,017bff43,1
16912,16912,0,1,1,ffa5fef9,1
16913,16913,0,1,1,0023ffb0,1
16914,16914,0,1,1,00f30099,1
16915,16915,0,1,1,01b800d8,1
16916,16916,0,1,1,00e2ff34,1
16917,16917,0,1,1,006b0043,1
16918,16918,0,1,1,0019010d,1
16919,16919,0,1,1,008401d3,1
16920,16920,0,1,1,00c00077,1
16921,16921,0,1,1,ffb400bc,1
16922,16922,0,1,1,fec00069,1
16923,16923,0,1,1,fe9b016a,1
16924,16924,0,1,1,00010062,1
16925,16925,0,1,1,ff24ffdb,1
16926,16926,0,1,1,ff03fe93,1
16927,16927,0,1,1,fe6bff1c,1
16928,16928,0,1,1,ffab0034,1
16929,16929,0,1,1,0008ff95,1
16930,16930,0,1,1,011afe58,1
16931,16931,0,1,1,003afe45,1
16932,16932,0,1,1,ffcaffca,1
16933,16933,0,1,1,003effd3,1
16934,16934,0,1,1,01a1001e,1
16935,16935,0,1,1,019cff68,1
16936,16936,0,1,1,0011ffce,1
16937,16937,0,1,1,006e0034,1
16938,16938,0,1,1,00d800ea,1
16939,16939,0,1,1,016c00c4,1
16940,16940,0,1,1,00040005,1
16941,16941,0,1,1,fffc00cc,1
16942,16942,0,1,1,ff660151,1
16943,16943,0,1,1,005a01bf,1
16944,16944,0,1,1,ffc7fffa,1
16945,16945,0,1,1,ff500053,1
16946,16946,0,1,1,fe91ffad,1
16947,16947,0,1,1,fe9f00eb,1
16948,16948,0,1,1,ffddffda,1
16949,16949,0,1,1,ff3bffb5,1
16950,16950,0,1,1,ffa6fe73,1
16951,16951,0,1,1,feddff02,1
16952,16952,0,1,1,0026ffb1,1
16953,16953,0,1,1,ffe6ff31,1
16954,16954,0,1,1,0105fee0,1
16955,16955,0,1,1,0072fe72,1
16956,16956,0,1,1,004c0013,1
16957,16957,0,1,1,012dffb9,1
16958,16958,0,1,1,015bffec,1
16959,16959,0,1,1,01afff70,1
16960,16960,0,1,1,ffb60029,1
16961,16961,0,1,1,0092014a,1
16962,16962,0,1,1,00cd00ff,1
16963,16963,0,1,1,015100f5,1
16964,16964,0,1,1,ffbaffb2,1
16965,16965,0,1,1,ff2e010c,1
16966,16966,0,1,1,ff7300d9,1
16967,16967,0,1,1,003e0138,1
16968,16968,0,1,1,ffdbffdf,1
16969,16969,0,1,1,fece0038,1
16970,16970,0,1,1,ff0effaf,1
16971,16971,0,1,1,ff7d00d1,1
16972,16972,0,1,1,ffefff74,1
16973,16973,0,1,1,ff36ff24,1
16974,16974,0,1,1,ffd1fe5b,1
16975,16975,0,1,1,ff4affaf,1
16976,16976,0,1,1,005bffdb,1
16977,16977,0,1,1,0092ff38,1
16978,16978,0,1,1,0180fed9,1
16979,16979,0,1,1,006fff0e,1
16980,16980,0,1,1,001ffff8,1
16981,16981,0,1,1,00ad0041,1
16982,16982,0,1,1,01cd006b,1
16983,16983,0,1,1,0111ffe8,1
16984,16984,0,1,1,ffdf000d,1
16985,16985,0,1,1,001f00ca,1
16986,16986,0,1,1,00dd015a,1
16987,16987,0,1,1,014300d7,1
16988,16988,0,1,1,0017ff9f,1
16989,16989,0,1,1,ff8300c5,1
16990,16990,0,1,1,ffad010a,1
16991,16991,0,1,1,ffe001c0,1
16992,16992,0,1,1,fffb0001,1
16993,16993,0,1,1,fee60053,1
16994,16994,0,1,1,fee6006b,1
16995,16995,0,1,1,fec000d6,1
16996,16996,0,1,1,ffdeff7d,1
16997,16997,0,1,1,fef8ff2e,1
16998,16998,0,1,1,ff4cfeeb,1
16999,16999,0,1,1,fed0ff39,1
17000,17000,0,1,1,0094ffc3,1
17001,17001,0,1,1,004bff1f,1
17002,17002,0,1,1,010eff02,1
17003,17003,0,1,1,0034fed5,1
17004,17004,0,1,1,0062000c,1
17005,17005,0,1,1,00b40029,1
17006,17006,0,1,1,015e003d,1
17007,17007,0,1,1,0108ff9a,1
17008,17008,0,1,1,004c0078,1
17009,17009,0,1,1,004a00be,1
17010,17010,0,1,1,00ee0120,1
17011,17011,0,1,1,012b004f,1
17012,17012,0,1,1,ff85009b,1
17013,17013,0,1,1,ff43011c,1
17014,17014,0,1,1,ff81019e,1
17015,17015,0,1,1,00cd0137,1
17016,17016,0,1,1,ff82ffce,1
17017,17017,0,1,1,fe86ffc4,1
17018,17018,0,1,1,fe97ffc8,1
17019,17019,0,1,1,ff15012a,1
17020,17020,0,1,1,ffb5ff6b,1
17021,17021,0,1,1,ff1afeef,1
17022,17022,0,1,1,ff91fea8,1
17023,17023,0,1,1,fec9ff97,1
17024,17024,0,1,1,0052ff75,1
17025,17025,0,1,1,002ffeca,1
17026,17026,0,1,1,0110ff2e,1
17027,17027,0,1,1,0007fea9,1
17028,17028,0,1,1,00bb0008,1
17029,17029,0,1,1,0154ffa3,1
17030,17030,0,1,1,019e003c,1
17031,17031,0,1,1,0140ff1d,1
17032,17032,0,1,1,ff97005b,1
17033,17033,0,1,1,003e014a,1
17034,17034,0,1,1,008701bf,1
17035,17035,0,1,1,019d0122,1
17036,17036,0,1,1,ffee000b,1
17037,17037,0,1,1,ff5b00c0,1
17038,17038,0,1,1,ff4a0126,1
17039,17039,0,1,1,001201a0,1
17040,17040,0,1,1,ff870041,1
17041,17041,0,1,1,fedf000f,1
17042,17042,0,1,1,fea20010,1
17043,17043,0,1,1,fed200c7,1
17044,17044,0,1,1,ff49fef1,1
17045,17045,0,1,1,fedbfedc,1
17046,17046,0,1,1,ff3efe84,1
17047,17047,0,1,1,feffff2a,1
17048,17048,0,1,1,00adff21,1
17049,17049,0,1,1,00b9fea0,1
17050,17050,0,1,1,0163feee,1
17051,17051,0,1,1,00cffeaa,1
17052,17052,0,1,1,00d7ffba,1
17053,17053,0,1,1,010b0003,1
17054,17054,0,1,1,01630089,1
17055,17055,0,1,1,01180040,1
17056,17056,0,1,1,00a700a7,1
17057,17057,0,1,1,007c00e0,1
17058,17058,0,1,1,008101a8,1
17059,17059,0,1,1,011c00c8,1
17060,17060,0,1,1,ff6f00b2,1
17061,17061,0,1,1,ff8e0145,1
17062,17062,0,1,1,ff110130,1
17063,17063,0,1,1,000301c5,1
17064,17064,0,1,1,fef5ff78,1
17065,17065,0,1,1,fe5d0021,1
17066,17066,0,1,1,fe9bffbb,1
17067,17067,0,1,1,fe8a005f,1
17068,17068,0,1,1,0028feba,1
17069,17069,0,1,1,ff37fe98,1
17070,17070,0,1,1,ffe0fecf,1
17071,17071,0,1,1,ff70ff19,1
17072,17072,0,1,1,00f1ff53,1
17073,17073,0,1,1,00cbfeb7,1
17074,17074,0,1,1,00c3ff3f,1
17075,17075,0,1,1,00b8ff2d,1
17076,17076,0,1,1,011b0027,1
17077,17077,0,1,1,012e0073,1
17078,17078,0,1,1,01430053,1
17079,17079,0,1,1,00fd0048,1
17080,17080,0,1,1,007a00fe,1
17081,17081,0,1,1,00420127,1
17082,17082,0,1,1,005d013a,1
17083,17083,0,1,1,009300aa,1
17084,17084,0,1,1,ff25008b,1
17085,17085,0,1,1,fedd012b,1
17086,17086,0,1,1,ff3f0106,1
17087,17087,0,1,1,ffd900e7,1
17088,17088,0,1,1,ff58ff58,1
17089,17089,0,1,1,fe75ff73,1
17090,17090,0,1,1,feceffcc,1
17091,17091,0,1,1,ff9c006e,1
17092,17092,0,1,1,0050feea,1
17093,17093,0,1,1,ff78feb5,1
17094,17094,0,1,1,ffaefee4,1
17095,17095,0,1,1,ff920018,1
17096,17096,0,1,1,0162ff71,1
17097,17097,0,1,1,00cfff1e,1
17098,17098,0,1,1,00fcff0c,1
17099,17099,0,1,1,ff9fffa1,1
17100,17100,0,1,1,014b013b,1
17101,17101,0,1,1,00b2008a,1
17102,17102,0,1,1,017100be,1
17103,17103,0,1,1,007fff02,1
17104,17104,0,1,1,ff710152,1
17105,17105,0,1,1,ff9e00a8,1
17106,17106,0,1,1,ffc70148,1
17107,17107,0,1,1,01400068,1
17108,17108,0,1,1,fefc0085,1
17109,17109,0,1,1,ff25004b,1
17110,17110,0,1,1,ff80007a,1
17111,17111,0,1,1,0052012c,1
17112,17112,0,1,1,fec8ff46,1
17113,17113,0,1,1,fee0ff8e,1
17114,17114,0,1,1,ff5efff8,1
17115,17115,0,1,1,ff3f00f9,1
17116,17116,0,1,1,0035feb3,1
17117,17117,0,1,1,ffd5fe66,1
17118,17118,0,1,1,ffc2ff4a,1
17119,17119,0,1,1,ff05ff8e,1
17120,17120,0,1,1,00caff8e,1
17121,17121,0,1,1,0108ff8a,1
17122,17122,0,1,1,00cfffad,1
17123,17123,0,1,1,0043ff3f,1
17124,17124,0,1,1,00e1002f,1
17125,17125,0,1,1,007e0003,1
17126,17126,0,1,1,008700a5,1
17127,17127,0,1,1,00b9ffb7,1
17128,17128,0,1,1,003000f2,1
17129,17129,0,1,1,0071009d,1
17130,17130,0,1,1,fff800d4,1
17131,17131,0,1,1,00e20096,1
17132,17132,0,1,1,ff1d0068,1
17133,17133,0,1,1,ff8c00d7,1
17134,17134,0,1,1,ff5800fd,1
17135,17135,0,1,1,000a010f,1
17136,17136,0,1,1,ff55ff6d,1
17137,17137,0,1,1,ff150021,1
17138,17138,0,1,1,fedaffeb,1
17139,17139,0,1,1,ff580075,1
17140,17140,0,1,1,0005fef7,1
17141,17141,0,1,1,ff26ff41,1
17142,17142,0,1,1,ff85fee7,1
17143,17143,0,1,1,ff2effb9,1
17144,17144,0,1,1,0135ff57,1
17145,17145,0,1,1,0031feef,1
17146,17146,0,1,1,00ccff40,1
17147,17147,0,1,1,0030fecc,1
17148,17148,0,1,1,00fe00c0,1
17149,17149,0,1,1,00dfffbb,1
17150,17150,0,1,1,00c8007d,1
17151,17151,0,1,1,01a5000e,1
17152,17152,0,1,1,0002011c,1
17153,17153,0,1,1,00ac0090,1
17154,17154,0,1,1,001b00b0,1
17155,17155,0,1,1,0058012b,1
17156,17156,0,1,1,fee10071,1
17157,17157,0,1,1,ff6a0138,1
17158,17158,0,1,1,ff6800e0,1
17159,17159,0,1,1,ff8d00eb,1
17160,17160,0,1,1,ff2bff25,1
17161,17161,0,1,1,fe5fffd4,1
17162,17162,0,1,1,feccfffa,1
17163,17163,0,1,1,ff070027,1
17164,17164,0,1,1,002bfec4,1
17165,17165,0,1,1,ff83fea5,1
17166,17166,0,1,1,ffa8feeb,1
17167,17167,0,1,1,ffd9feeb,1
17168,17168,0,1,1,0162ff61,1
17169,17169,0,1,1,0084feec,1
17170,17170,0,1,1,008dff84,1
17171,17171,0,1,1,0108ffa2,1
17172,17172,0,1,1,01160109,1
17173,17173,0,1,1,011f0023,1
17174,17174,0,1,1,008a000e,1
17175,17175,0,1,1,009b00ae,1
17176,17176,0,1,1,ff7f0131,1
17177,17177,0,1,1,001e011d,1
17178,17178,0,1,1,00370092,1
17179,17179,0,1,1,0062006b,1
17180,17180,0,1,1,fef30017,1
17181,17181,0,1,1,ff0700a7,1
17182,17182,0,1,1,ff750086,1
17183,17183,0,1,1,002c00b7,1
17184,17184,0,1,1,ff5fff22,1
17185,17185,0,1,1,fe90ff86,1
17186,17186,0,1,1,ff0cff9e,1
17187,17187,0,1,1,ffb7007b,1
17188,17188,0,1,1,005ffef1,1
17189,17189,0,1,1,ff97fe90,1
17190,17190,0,1,1,004cfee0,1
17191,17191,0,1,1,ffd4ffcf,1
17192,17192,0,1,1,0116ffaa,1
17193,17193,0,1,1,00a4fef2,1
17194,17194,0,1,1,00e1ffde,1
17195,17195,0,1,1,008e0003,1
17196,17196,0,1,1,00b2009f,1
17197,17197,0,1,1,00f9ffff,1
17198,17198,0,1,1,00940076,1
17199,17199,0,1,1,004500c4,1
17200,17200,0,1,1,ffcc00e1,1
17201,17201,0,1,1,003200b6,1
17202,17202,0,1,1,001900e5,1
17203,17203,0,1,1,fff3008f,1
17204,17204,0,1,1,ff5cffe9,1
17205,17205,0,1,1,ff2a008b,1
17206,17206,0,1,1,ff340083,1
17207,17207,0,1,1,ff9c0084,1
17208,17208,0,1,1,ff91ffff,1
17209,17209,0,1,1,ff23ff5d,1
17210,17210,0,1,1,ff4affb5,1
17211,17211,0,1,1,ffa8ffa0,1
17212,17212,0,1,1,ff76fec8,1
17213,17213,0,1,1,ffa4fee4,1
17214,17214,0,1,1,ffdaff51,1
17215,17215,0,1,1,007cffed,1
17216,17216,0,1,1,016ffefa,1
17217,17217,0,1,1,00a9fecb,1
17218,17218,0,1,1,007fff92,1
17219,17219,0,1,1,005b0069,1
17220,17220,0,1,1,00dc00d0,1
17221,17221,0,1,1,0121004b,1
17222,17222,0,1,1,007a0071,1
17223,17223,0,1,1,00390095,1
17224,17224,0,1,1,002d00aa,1
17225,17225,0,1,1,00190093,1
17226,17226,0,1,1,ffda007e,1
17227,17227,0,1,1,ffd50061,1
17228,17228,0,1,1,ff3a00b5,1
17229,17229,0,1,1,ff860090,1
17230,17230,0,1,1,ff750071,1
17231,17231,0,1,1,005b007e,1
17232,17232,0,1,1,fef1ff2c,1
17233,17233,0,1,1,fefeffa8,1
17234,17234,0,1,1,ff1eff78,1
17235,17235,0,1,1,ff7f0099,1
17236,17236,0,1,1,0032fe83,1
17237,17237,0,1,1,ffc0fec6,1
17238,17238,0,1,1,0065ff21,1
17239,17239,0,1,1,fff8ffaf,1
17240,17240,0,1,1,0185ff4b,1
17241,17241,0,1,1,00f2ff16,1
17242,17242,0,1,1,00ae001d,1
17243,17243,0,1,1,009d00a1,1
17244,17244,0,1,1,016000e9,1
17245,17245,0,1,1,0127003f,1
17246,17246,0,1,1,00200053,1
17247,17247,0,1,1,ff9500c9,1
17248,17248,0,1,1,ffca0122,1
17249,17249,0,1,1,ffcf00f0,1
17250,17250,0,1,1,ffbf0078,1
17251,17251,0,1,1,ff9a0073,1
17252,17252,0,1,1,ff2a0091,1
17253,17253,0,1,1,ff68001c,1
17254,17254,0,1,1,ff630006,1
17255,17255,0,1,1,ffbb001b,1
17256,17256,0,1,1,febcff2b,1
17257,17257,0,1,1,ff5cffb2,1
17258,17258,0,1,1,ffc8ff6e,1
17259,17259,0,1,1,000afff5,1
17260,17260,0,1,1,0066fe0b,1
17261,17261,0,1,1,ffb9feef,1
17262,17262,0,1,1,004fffae,1
17263,17263,0,1,1,005a007d,1
17264,17264,0,1,1,0201ff98,1
17265,17265,0,1,1,00f7ff19,1
17266,17266,0,1,1,00770021,1
17267,17267,0,1,1,ffc800d0,1
17268,17268,0,1,1,01210128,1
17269,17269,0,1,1,01380056,1
17270,17270,0,1,1,ffe7005b,1
17271,17271,0,1,1,ff750058,1
17272,17272,0,1,1,ffe4013f,1
17273,17273,0,1,1,00370102,1
17274,17274,0,1,1,ffb70063,1
17275,17275,0,1,1,ffb80021,1
17276,17276,0,1,1,fefe0027,1
17277,17277,0,1,1,ff390095,1
17278,17278,0,1,1,ff55ffed,1
17279,17279,0,1,1,ff87005e,1
17280,17280,0,1,1,ff6bff2c,1
17281,17281,0,1,1,feefffb2,1
17282,17282,0,1,1,ffcfff8c,1
17283,17283,0,1,1,ffacffb8,1
17284,17284,0,1,1,008dfec1,1
17285,17285,0,1,1,ffc2feb7,1
17286,17286,0,1,1,fff0ff95,1
17287,17287,0,1,1,007f004d,1
17288,17288,0,1,1,01b2ffe7,1
17289,17289,0,1,1,0147ff20,1
17290,17290,0,1,1,006aff9c,1
17291,17291,0,1,1,ffcc00c0,1
17292,17292,0,1,1,00c00137,1
17293,17293,0,1,1,00e300f2,1
17294,17294,0,1,1,00600074,1
17295,17295,0,1,1,ff81009f,1
17296,17296,0,1,1,ffed00e7,1
17297,17297,0,1,1,ff8b0083,1
17298,17298,0,1,1,ff71004e,1
17299,17299,0,1,1,ff2c0023,1
17300,17300,0,1,1,fef900b1,1
17301,17301,0,1,1,ff7b004a,1
17302,17302,0,1,1,ff93ffc8,1
17303,17303,0,1,1,ffb7fff1,1
17304,17304,0,1,1,ff22fecc,1
17305,17305,0,1,1,ff0eff57,1
17306,17306,0,1,1,ffa5ff5a,1
17307,17307,0,1,1,ffa8ffdd,1
17308,17308,0,1,1,0105fed6,1
17309,17309,0,1,1,0060fed7,1
17310,17310,0,1,1,00b4ff6d,1
17311,17311,0,1,1,005a0001,1
17312,17312,0,1,1,0178005b,1
17313,17313,0,1,1,010affaf,1
17314,17314,0,1,1,0051006a,1
17315,17315,0,1,1,ffc400d7,1
17316,17316,0,1,1,00b20147,1
17317,17317,0,1,1,00a70098,1
17318,17318,0,1,1,ffd90023,1
17319,17319,0,1,1,ff550039,1
17320,17320,0,1,1,ff190116,1
17321,17321,0,1,1,ffb400a2,1
17322,17322,0,1,1,ff8f0007,1
17323,17323,0,1,1,ff72003a,1
17324,17324,0,1,1,ff09ff89,1
17325,17325,0,1,1,ff3bfff0,1
17326,17326,0,1,1,ffd6ff6c,1
17327,17327,0,1,1,ff30ff85,1
17328,17328,0,1,1,ffbaff0b,1
17329,17329,0,1,1,ff9cff2c,1
17330,17330,0,1,1,0048ffc3,1
17331,17331,0,1,1,00a3ff89,1
17332,17332,0,1,1,00e9fecd,1
17333,17333,0,1,1,008cff1e,1
17334,17334,0,1,1,004bffe0,1
17335,17335,0,1,1,003d00e0,1
17336,17336,0,1,1,01ae0072,1
17337,17337,0,1,1,01200016,1
17338,17338,0,1,1,0036002d,1
17339,17339,0,1,1,ff5600db,1
17340,17340,0,1,1,0080015a,1
17341,17341,0,1,1,001b00cc,1
17342,17342,0,1,1,ffce0043,1
17343,17343,0,1,1,febc001d,1
17344,17344,0,1,1,ff270106,1
17345,17345,0,1,1,ffa20060,1
17346,17346,0,1,1,ff9cffe5,1
17347,17347,0,1,1,ff8fff56,1
17348,17348,0,1,1,ff17ff7a,1
17349,17349,0,1,1,ff42ffe4,1
17350,17350,0,1,1,ffbbff91,1
17351,17351,0,1,1,0009ffd6,1
17352,17352,0,1,1,0002fec7,1
17353,17353,0,1,1,ffc1ff1d,1
17354,17354,0,1,1,0022ff39,1
17355,17355,0,1,1,fffefffd,1
17356,17356,0,1,1,0153ff79,1
17357,17357,0,1,1,00a1ff4b,1
17358,17358,0,1,1,00e5fffa,1
17359,17359,0,1,1,00190059,1
17360,17360,0,1,1,015500ee,1
17361,17361,0,1,1,00ed002c,1
17362,17362,0,1,1,004d0094,1
17363,17363,0,1,1,ff9b006a,1
17364,17364,0,1,1,ffa80145,1
17365,17365,0,1,1,001e00e7,1
17366,17366,0,1,1,ff810089,1
17367,17367,0,1,1,ff7c004a,1
17368,17368,0,1,1,ff3c001e,1
17369,17369,0,1,1,ff51002d,1
17370,17370,0,1,1,ff5effb4,1
17371,17371,0,1,1,ff120005,1
17372,17372,0,1,1,ffa1ff83,1
17373,17373,0,1,1,ff7fff83,1
17374,17374,0,1,1,ffe4ff29,1
17375,17375,0,1,1,ff53ff5e,1
17376,17376,0,1,1,006aff18,1
17377,17377,0,1,1,0033ff41,1
17378,17378,0,1,1,00aeff6f,1
17379,17379,0,1,1,0069ff38,1
17380,17380,0,1,1,0148ffd9,1
17381,17381,0,1,1,00ccffb5,1
17382,17382,0,1,1,00a70053,1
17383,17383,0,1,1,00d4009f,1
17384,17384,0,1,1,00cd00bd,1
17385,17385,0,1,1,005d0078,1
17386,17386,0,1,1,ffda00c2,1
17387,17387,0,1,1,ff590165,1
17388,17388,0,1,1,00120120,1
17389,17389,0,1,1,fffa0084,1
17390,17390,0,1,1,ff4d0013,1
17391,17391,0,1,1,fe930003,1
17392,17392,0,1,1,ff710042,1
17393,17393,0,1,1,ff65002c,1
17394,17394,0,1,1,ff87ff63,1
17395,17395,0,1,1,ff0eff3f,1
17396,17396,0,1,1,ffa7ffcc,1
17397,17397,0,1,1,ff91ff97,1
17398,17398,0,1,1,0045ff30,1
17399,17399,0,1,1,0015ff0a,1
17400,17400,0,1,1,0017ff85,1
17401,17401,0,1,1,0002ff76,1
17402,17402,0,1,1,00d3ffda,1
17403,17403,0,1,1,00ddfff8,1
17404,17404,0,1,1,010cffb3,1
17405,17405,0,1,1,0097ff4f,1
17406,17406,0,1,1,0066003c,1
17407,17407,0,1,1,ffc800e8,1
17408,17408,0,1,1,ff27ff3a,1
17409,17409,0,1,1,ff020109,1
17410,17410,0,1,1,ff3c028f,1
17411,17411,0,1,1,0166037b,1
17412,17412,0,1,1,00e6fef3,1
17413,17413,0,1,1,fe76ffa3,1
17414,17414,0,1,1,fdd700bc,1
17415,17415,0,1,1,fd610294,1
17416,17416,0,1,1,017d002f,1
17417,17417,0,1,1,ff66fe64,1
17418,17418,0,1,1,fe11fea1,1
17419,17419,0,1,1,fbefff69,1
17420,17420,0,1,1,00fc01b2,1
17421,17421,0,1,1,0122fed0,1
17422,17422,0,1,1,0070fda5,1
17423,17423,0,1,1,fe38fbce,1
17424,17424,0,1,1,ff390155,1
17425,17425,0,1,1,0184008b,1
17426,17426,0,1,1,02d4ff25,1
17427,17427,0,1,1,02c1fc92,1
17428,17428,0,1,1,feec002c,1
17429,17429,0,1,1,ffff014e,1
17430,17430,0,1,1,01a1021c,1
17431,17431,0,1,1,03880088,1
17432,17432,0,1,1,ff5eff9e,1
17433,17433,0,1,1,fecf00e9,1
17434,17434,0,1,1,ff920215,1
17435,17435,0,1,1,00f10309,1
17436,17436,0,1,1,0013ff3a,1
17437,17437,0,1,1,fe58ff45,1
17438,17438,0,1,1,fdca00de,1
17439,17439,0,1,1,fd79028d,1
17440,17440,0,1,1,00c1ff6e,1
17441,17441,0,1,1,ff69fe1a,1
17442,17442,0,1,1,fe5afdfb,1
17443,17443,0,1,1,fbfefefc,1
17444,17444,0,1,1,011500c8,1
17445,17445,0,1,1,0181fe9f,1
17446,17446,0,1,1,0194fdca,1
17447,17447,0,1,1,ff2cfc14,1
17448,17448,0,1,1,0036014e,1
17449,17449,0,1,1,020f0059,1
17450,17450,0,1,1,02de004f,1
17451,17451,0,1,1,0298fd56,1
17452,17452,0,1,1,feea00db,1
17453,17453,0,1,1,007801db,1
17454,17454,0,1,1,013d0275,1
17455,17455,0,1,1,02ec010b,1
17456,17456,0,1,1,ff27ff82,1
17457,17457,0,1,1,fedd0124,1
17458,17458,0,1,1,fef50243,1
17459,17459,0,1,1,002702ac,1
17460,17460,0,1,1,ffeafef6,1
17461,17461,0,1,1,fe16ff9c,1
17462,17462,0,1,1,fdaa0059,1
17463,17463,0,1,1,fd7f01b3,1
17464,17464,0,1,1,010aff5e,1
17465,17465,0,1,1,ff74fdd1,1
17466,17466,0,1,1,fe9afe0f,1
17467,17467,0,1,1,fcbcfe94,1
17468,17468,0,1,1,00ed00d5,1
17469,17469,0,1,1,01bffec8,1
17470,17470,0,1,1,0151fe11,1
17471,17471,0,1,1,ff89fcb1,1
17472,17472,0,1,1,00100106,1
17473,17473,0,1,1,01a300a5,1
17474,17474,0,1,1,02410034,1
17475,17475,0,1,1,01f6fdb5,1
17476,17476,0,1,1,ff6400be,1
17477,17477,0,1,1,007401ce,1
17478,17478,0,1,1,01450212,1
17479,17479,0,1,1,03040063,1
17480,17480,0,1,1,fee9ffd4,1
17481,17481,0,1,1,fe7d012b,1
17482,17482,0,1,1,fec70253,1
17483,17483,0,1,1,00c902cd,1
17484,17484,0,1,1,001dfecb,1
17485,17485,0,1,1,fe54ff82,1
17486,17486,0,1,1,fde80035,1
17487,17487,0,1,1,fd9b018d,1
17488,17488,0,1,1,0120ffa4,1
17489,17489,0,1,1,ff55fe53,1
17490,17490,0,1,1,feaffe87,1
17491,17491,0,1,1,fd47fef1,1
17492,17492,0,1,1,014900df,1
17493,17493,0,1,1,0162fe66,1
17494,17494,0,1,1,0106fde0,1
17495,17495,0,1,1,ff2ffc48,1
17496,17496,0,1,1,000801ac,1
17497,17497,0,1,1,020f0078,1
17498,17498,0,1,1,02590030,1
17499,17499,0,1,1,02e0fdd3,1
17500,17500,0,1,1,ff1c00ff,1
17501,17501,0,1,1,005701dc,1
17502,17502,0,1,1,01120215,1
17503,17503,0,1,1,029d00ea,1
17504,17504,0,1,1,feec003b,1
17505,17505,0,1,1,feb90126,1
17506,17506,0,1,1,ff2c01ed,1
17507,17507,0,1,1,00a70224,1
17508,17508,0,1,1,ff6ffedf,1
17509,17509,0,1,1,fd9bff40,1
17510,17510,0,1,1,fd8400df,1
17511,17511,0,1,1,fe1201e7,1
17512,17512,0,1,1,00b9ffab,1
17513,17513,0,1,1,0003fdbe,1
17514,17514,0,1,1,fe5bfdfe,1
17515,17515,0,1,1,fd54febe,1
17516,17516,0,1,1,00d100d4,1
17517,17517,0,1,1,01d5fee3,1
17518,17518,0,1,1,0128fddd,1
17519,17519,0,1,1,ffcafcb5,1
17520,17520,0,1,1,ff9d00f9,1
17521,17521,0,1,1,015300e0,1
17522,17522,0,1,1,02090053,1
17523,17523,0,1,1,0280fe7c,1
17524,17524,0,1,1,ff0100f8,1
17525,17525,0,1,1,004b0197,1
17526,17526,0,1,1,00eb01d0,1
17527,17527,0,1,1,02f000bb,1
17528,17528,0,1,1,fecdffd2,1
17529,17529,0,1,1,fece00bf,1
17530,17530,0,1,1,ff2e01a7,1
17531,17531,0,1,1,00aa0237,1
